Order_ID,Customer_Name,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Order_Date,Region,Sales_Channel
ORD-00272,Henry,Home,Table,5,143.25,0.18,2026-06-12 22:07:17.383411,West,Online
ORD-00273,Henry,Home,Lamp,1,349.26,0.23,2025-09-30 22:07:17.383413,East,Store
ORD-00274,Grace,Books,T-Shirt,5,139.39,0.16,2025-12-05 22:07:17.383414,North,Online
ORD-00275,Charlie,Books,Phone,4,470.14,0.07,2026-07-14 22:07:17.383416,South,Catalog
ORD-00276,Alice,Home,Cereal,6,321.82,0.2,2025-07-31 22:07:17.383418,West,Catalog
ORD-00277,Alice,Books,Novel,3,169.01,0.02,2026-03-18 22:07:17.383420,North,Store
ORD-00278,Charlie,Electronics,Cereal,5,142.06,0.13,2026-01-26 22:07:17.383422,North,Online
ORD-00279,Frank,Food,Cereal,2,103.55,0.05,2026-01-12 22:07:17.383424,South,Catalog
ORD-00280,Grace,Books,Ball,6,350.37,0.06,2026-04-23 22:07:17.383425,North,Catalog
ORD-00281,Frank,Sports,Lamp,6,117.17,0.06,2025-12-05 22:07:17.383427,North,Catalog
ORD-00282,Frank,Books,Table,5,301.7,0.12,2026-05-07 22:07:17.383429,West,Store
ORD-00283,Frank,Clothing,Laptop,6,139.67,0.02,2026-04-30 22:07:17.383431,West,Store
ORD-00284,Charlie,Electronics,Table,7,334.36,0.12,2026-06-24 22:07:17.383433,West,Catalog
ORD-00285,Frank,Clothing,Cereal,5,409.32,0.15,2025-12-23 22:07:17.383434,East,Catalog
ORD-00286,Henry,Clothing,T-Shirt,1,391.23,0.14,2026-06-05 22:07:17.383436,South,Online
ORD-00287,Bob,Sports,Novel,8,382.82,0.11,2025-11-01 22:07:17.383438,West,Online
ORD-00288,Eve,Electronics,Jeans,4,101.98,0.25,2026-03-01 22:07:17.383440,East,Online
ORD-00289,Alice,Electronics,Table,9,53.31,0.04,2026-05-16 22:07:17.383442,East,Store
ORD-00290,Alice,Electronics,Cereal,6,352.48,0.15,2026-05-27 22:07:17.383444,South,Catalog
ORD-00291,Eve,Electronics,Novel,1,190.49,0.02,2026-01-20 22:07:17.383445,South,Store
ORD-00292,Charlie,Electronics,Phone,3,221.85,0.02,2026-05-23 22:07:17.383447,North,Catalog
ORD-00293,David,Sports,Lamp,3,25.26,0.17,2025-09-19 22:07:17.383449,East,Online
ORD-00294,Charlie,Books,Cookbook,4,137.19,0.17,2025-10-01 22:07:17.383450,West,Online
ORD-00295,Alice,Clothing,Ball,6,26.5,0.26,2026-02-08 22:07:17.383452,South,Online
ORD-00296,Alice,Electronics,Novel,7,440.8,0.17,2026-02-03 22:07:17.383454,East,Online
ORD-00297,Eve,Books,T-Shirt,4,129.26,0.29,2026-05-22 22:07:17.383456,West,Catalog
ORD-00298,Frank,Books,T-Shirt,6,283.1,0.01,2026-02-27 22:07:17.383458,East,Online
ORD-00299,Charlie,Clothing,Novel,1,29.1,0.03,2025-09-21 22:07:17.383459,South,Catalog
ORD-00300,Ivy,Sports,T-Shirt,8,336.76,0.01,2026-02-13 22:07:17.383461,North,Catalog
ORD-00301,,Home,Lamp,7,168.28,0.06,2026-03-05 22:07:17.383463,East,Store
ORD-00302,Henry,Home,T-Shirt,9,449.98,0.16,2025-08-24 22:07:17.383465,West,Online
ORD-00303,Alice,Books,Table,3,445.18,0.19,2026-04-18 22:07:17.383467,South,Online
ORD-00304,Eve,Food,Cookbook,2,169.39,0.01,2025-12-15 22:07:17.383468,North,Store
ORD-00305,Charlie,Food,T-Shirt,1,451.47,0.28,2026-06-11 22:07:17.383470,West,Catalog
ORD-00306,Alice,Clothing,Cookbook,3,498.12,0.25,2025-10-05 22:07:17.383472,West,Online
ORD-00307,David,Home,Cereal,5,414.45,0.09,2026-04-07 22:07:17.383473,West,Catalog
ORD-00308,Eve,Books,Laptop,2,423.99,0.02,2025-10-31 22:07:17.383475,East,Store
ORD-00309,Grace,Sports,Lamp,3,132.01,0.05,2026-04-20 22:07:17.383477,South,Catalog
ORD-00310,Alice,Home,Laptop,4,292.58,0.04,2025-11-04 22:07:17.383479,West,Online
ORD-00311,Charlie,Books,Cereal,7,42.96,0.04,2025-09-14 22:07:17.383481,East,Catalog
ORD-00312,Bob,Books,Lamp,3,56.51,,2026-05-14 22:07:17.383484,South,Catalog
ORD-00313,Ivy,Electronics,Novel,9,499.46,0.07,2025-12-17 22:07:17.383486,South,Online
ORD-00314,Jack,Sports,Novel,8,170.05,0.11,2026-07-03 22:07:17.383489,East,Online
ORD-00315,Frank,Electronics,Cookbook,4,376.61,0.3,2026-04-23 22:07:17.383491,East,Catalog
ORD-00316,Jack,Clothing,Cereal,1,405.27,0.21,2026-03-19 22:07:17.383493,West,Catalog
ORD-00317,Charlie,Electronics,Cookbook,1,430.43,0.28,2026-05-05 22:07:17.383495,South,Store
ORD-00318,Henry,Electronics,Ball,1,498.84,,2025-09-15 22:07:17.383498,North,Online
ORD-00319,Henry,Home,T-Shirt,1,128.33,0.11,2025-11-28 22:07:17.383500,East,Catalog
ORD-00320,Bob,Food,Jeans,8,29.77,0.17,2026-01-23 22:07:17.383502,South,Online
ORD-00321,Frank,Books,Ball,3,211.48,0.02,2026-06-29 22:07:17.383504,South,Store
ORD-00322,Grace,Sports,T-Shirt,6,73.74,0.0,2026-02-18 22:07:17.383506,West,Catalog
ORD-00323,Bob,Electronics,Lamp,3,20.99,0.2,2026-07-19 22:07:17.383508,North,Catalog
ORD-00324,Jack,Sports,Cookbook,5,186.61,0.19,2026-03-26 22:07:17.383510,West,Catalog
ORD-00325,Bob,Food,Lamp,7,394.03,0.12,2025-10-20 22:07:17.383511,North,Online
ORD-00326,Jack,Food,Lamp,2,287.43,0.15,2026-07-06 22:07:17.383513,North,Store
ORD-00327,Alice,Electronics,T-Shirt,6,163.26,0.12,2026-01-07 22:07:17.383515,East,Online
ORD-00328,Henry,Clothing,Cereal,6,330.63,0.01,2026-05-28 22:07:17.383517,South,Catalog
ORD-00329,Alice,Electronics,T-Shirt,3,123.69,0.1,2026-04-22 22:07:17.383518,South,Store
ORD-00330,Ivy,Home,Phone,6,17.05,0.05,2026-07-05 22:07:17.383520,South,Catalog
ORD-00331,Frank,Books,Novel,5,384.53,0.03,2025-08-05 22:07:17.383522,North,Catalog
ORD-00332,Grace,Clothing,Novel,2,315.63,0.29,2026-01-12 22:07:17.383524,South,Online
ORD-00333,Jack,Electronics,Ball,9,383.53,0.18,2025-11-29 22:07:17.383526,East,Catalog
ORD-00334,Grace,Sports,Novel,8,29.08,0.22,2025-10-20 22:07:17.383527,North,Store
ORD-00335,Jack,Clothing,T-Shirt,3,420.19,0.09,2025-12-09 22:07:17.383529,North,Catalog
ORD-00336,Charlie,Clothing,Table,8,313.57,0.12,2025-12-03 22:07:17.383531,North,Catalog
ORD-00337,Bob,Electronics,Cookbook,9,286.06,0.07,2026-06-14 22:07:17.383533,North,Online
ORD-00338,Ivy,Clothing,T-Shirt,3,316.06,0.03,2025-09-04 22:07:17.383535,East,Store
ORD-00339,Henry,Sports,T-Shirt,3,433.57,0.05,2026-02-21 22:07:17.383536,South,Online
ORD-00340,Jack,Food,Jeans,2,297.6,0.24,2026-03-19 22:07:17.383538,East,Catalog
ORD-00341,Grace,Clothing,Cookbook,8,294.67,0.2,2025-11-29 22:07:17.383540,South,Online
ORD-00342,Ivy,Food,Phone,1,495.43,0.16,2026-05-30 22:07:17.383542,East,Online
ORD-00343,David,Sports,Novel,8,380.8,0.14,2026-02-02 22:07:17.383544,West,Online
ORD-00344,David,Electronics,Cookbook,7,226.72,0.28,2026-04-06 22:07:17.383545,West,Online
ORD-00345,Alice,Books,Novel,7,356.62,0.02,2025-08-04 22:07:17.383547,West,Catalog
ORD-00346,Henry,Clothing,Ball,3,200.72,0.08,2026-01-21 22:07:17.383549,West,Catalog
ORD-00347,Charlie,Books,Cookbook,1,122.15,0.1,2026-01-07 22:07:17.383551,North,Store
ORD-00348,Grace,Sports,Novel,4,302.46,0.23,2026-04-28 22:07:17.383553,North,Online
ORD-00349,Bob,Clothing,Phone,9,464.81,0.3,2026-01-04 22:07:17.383555,East,Online
ORD-00350,Bob,Food,Laptop,5,465.28,0.07,2025-08-21 22:07:17.383556,East,Store
ORD-00351,Grace,Home,Lamp,1,177.53,0.26,2025-09-05 22:07:17.383558,West,Online
ORD-00352,Frank,Books,Lamp,5,268.56,0.25,2025-10-22 22:07:17.383560,South,Store
ORD-00353,Charlie,Clothing,Phone,8,113.7,0.07,2025-12-25 22:07:17.383562,West,Catalog
ORD-00354,Ivy,Books,Jeans,8,497.86,0.12,2026-03-28 22:07:17.383564,East,Store
ORD-00355,Jack,Clothing,Laptop,5,490.75,0.12,2026-01-14 22:07:17.383566,West,Online
ORD-00356,Frank,Electronics,Ball,9,328.26,0.29,2026-06-12 22:07:17.383568,East,Store
ORD-00357,Jack,Food,Phone,1,404.16,0.05,2026-06-12 22:07:17.383570,West,Catalog
ORD-00358,Jack,Books,Lamp,4,360.4,0.24,2025-09-12 22:07:17.383571,South,Online
ORD-00359,Frank,Home,Lamp,3,300.65,0.1,2025-10-21 22:07:17.383573,West,Catalog
ORD-00360,Alice,Home,Lamp,2,36.14,0.22,2025-08-29 22:07:17.383575,South,Catalog
ORD-00361,David,Sports,Cereal,8,232.83,0.13,2026-07-07 22:07:17.383577,South,Store
ORD-00362,Jack,Clothing,Phone,7,340.65,0.17,2025-10-14 22:07:17.383579,East,Catalog
ORD-00363,Frank,Books,T-Shirt,9,341.99,0.25,2025-11-08 22:07:17.383581,South,Online
ORD-00364,Frank,Sports,Ball,2,192.83,0.24,2026-05-22 22:07:17.383582,North,Catalog
ORD-00365,Eve,Books,Lamp,4,471.43,0.26,2026-05-23 22:07:17.383584,North,Catalog
ORD-00366,Alice,Clothing,Novel,6,92.0,0.02,2026-04-15 22:07:17.383586,North,Store
ORD-00367,Henry,Home,Phone,3,255.18,0.21,2026-07-05 22:07:17.383588,East,Catalog
ORD-00368,Eve,Electronics,Cereal,8,348.53,0.04,2026-07-07 22:07:17.383589,North,Store
ORD-00369,Eve,Home,Phone,3,351.6,0.12,2025-09-02 22:07:17.383591,East,Store
ORD-00370,Grace,Sports,Ball,2,327.83,0.16,2025-11-20 22:07:17.383593,East,Online
ORD-00371,David,Food,Cereal,3,144.89,,2025-11-15 22:07:17.383595,North,Online
ORD-00372,Frank,Electronics,Ball,6,86.54,0.16,2026-05-04 22:07:17.383597,South,Online
ORD-00373,David,Sports,Phone,2,321.61,0.3,2026-06-15 22:07:17.383598,West,Online
ORD-00374,Charlie,Clothing,T-Shirt,8,303.66,0.04,2026-06-18 22:07:17.383600,East,Store
ORD-00375,Grace,Electronics,Ball,1,97.88,0.2,2026-01-08 22:07:17.383602,North,Catalog
ORD-00376,Henry,Sports,Cereal,7,355.52,0.12,2026-02-16 22:07:17.383604,East,Online
ORD-00377,David,Clothing,Cereal,2,233.03,0.04,2026-01-01 22:07:17.383605,South,Online
ORD-00378,Bob,Home,Ball,6,337.2,0.05,2026-01-09 22:07:17.383607,South,Online
ORD-00379,Jack,Food,Table,2,420.31,0.28,2025-12-20 22:07:17.383609,North,Catalog
ORD-00380,Charlie,Clothing,Phone,2,93.17,0.26,2025-10-12 22:07:17.383611,East,Online
ORD-00381,Alice,Books,Table,8,19.38,0.27,2026-01-09 22:07:17.383613,West,Catalog
ORD-00382,Henry,Clothing,Jeans,2,391.76,0.3,2025-09-20 22:07:17.383614,West,Store
ORD-00383,Charlie,Clothing,Phone,7,308.75,0.06,2026-02-22 22:07:17.383616,East,Store
ORD-00384,Jack,Food,Ball,3,352.82,0.11,2026-07-10 22:07:17.383618,East,Store
ORD-00385,Grace,Books,Laptop,8,420.7,0.2,2025-09-02 22:07:17.383620,East,Catalog
ORD-00386,Jack,Sports,Ball,7,403.38,0.15,2026-02-28 22:07:17.383622,North,Online
ORD-00387,Eve,Sports,Table,8,480.85,0.13,2026-05-28 22:07:17.383623,South,Online
ORD-00388,,Clothing,T-Shirt,7,272.61,0.11,2025-12-25 22:07:17.383625,West,Online
ORD-00389,Eve,Books,Ball,6,249.36,0.18,2025-10-29 22:07:17.383627,North,Online
ORD-00390,Grace,Books,Ball,7,206.92,0.17,2025-12-26 22:07:17.383629,East,Online
ORD-00391,Ivy,Food,T-Shirt,5,85.31,0.05,2026-07-07 22:07:17.383630,East,Catalog
ORD-00392,Eve,Home,Ball,7,290.58,,2025-10-11 22:07:17.383632,South,Store
ORD-00393,Alice,Sports,Lamp,1,145.74,0.17,2025-08-14 22:07:17.383634,East,Online
ORD-00394,Jack,Food,Laptop,1,461.44,0.17,2026-01-02 22:07:17.383636,North,Store
ORD-00395,Jack,Electronics,Novel,9,295.76,0.06,2026-04-16 22:07:17.383638,North,Catalog
ORD-00396,Alice,Sports,Laptop,5,300.49,0.22,2025-10-18 22:07:17.383639,South,Catalog
ORD-00397,Bob,Food,Ball,5,183.91,0.01,2025-12-27 22:07:17.383641,North,Online
ORD-00398,Frank,Sports,Lamp,3,35.47,0.11,2026-03-17 22:07:17.383643,West,Catalog
ORD-00399,Ivy,Home,Phone,5,25.55,0.23,2025-08-23 22:07:17.383645,North,Store
ORD-00400,Henry,Electronics,Ball,3,217.43,0.17,2025-10-09 22:07:17.383646,North,Online
ORD-00401,Eve,Home,Table,9,51.44,0.08,2025-11-14 22:07:17.383648,North,Online
ORD-00402,Alice,Electronics,Lamp,9,307.36,0.21,2025-11-01 22:07:17.383650,West,Store
ORD-00403,Grace,Clothing,T-Shirt,6,441.68,0.17,2025-10-26 22:07:17.383652,East,Online
ORD-00404,Eve,Food,Lamp,1,442.63,,2026-01-17 22:07:17.383654,North,Online
ORD-00405,,Electronics,T-Shirt,7,332.93,0.22,2025-12-22 22:07:17.383656,South,Store
ORD-00406,Grace,Home,Jeans,7,113.5,0.18,2025-10-14 22:07:17.383658,West,Online
ORD-00407,Charlie,Sports,Novel,4,432.87,0.15,2025-12-25 22:07:17.383660,South,Online
ORD-00408,,Electronics,Cookbook,8,444.19,0.04,2025-07-24 22:07:17.383662,North,Store
ORD-00409,Charlie,Food,Lamp,6,106.36,0.08,2026-05-09 22:07:17.383663,South,Catalog
ORD-00410,Eve,Electronics,Cereal,4,371.34,0.13,2026-02-26 22:07:17.383665,North,Store
ORD-00411,Frank,Books,Table,4,150.39,0.18,2025-09-06 22:07:17.383667,West,Online
ORD-00412,Ivy,Sports,Ball,2,403.29,0.15,2025-12-23 22:07:17.383669,South,Store
ORD-00413,Eve,Food,Table,2,498.65,0.09,2026-04-06 22:07:17.383671,South,Online
ORD-00414,Alice,Food,Laptop,4,24.71,0.0,2026-03-17 22:07:17.383673,North,Online
ORD-00415,David,Clothing,Cookbook,5,449.71,0.15,2026-07-14 22:07:17.383674,North,Store
ORD-00416,Eve,Home,Laptop,8,315.09,0.09,2026-06-07 22:07:17.383676,East,Online
ORD-00417,Jack,Clothing,Jeans,6,486.96,0.22,2025-09-12 22:07:17.383678,North,Catalog
ORD-00418,Jack,Food,Cookbook,4,237.85,0.01,2026-04-19 22:07:17.383680,North,Online
ORD-00419,Eve,Sports,Cookbook,7,425.22,0.18,2026-04-12 22:07:17.383682,East,Store
ORD-00420,Grace,Electronics,Laptop,8,40.57,0.28,2025-08-16 22:07:17.383683,North,Catalog
ORD-00421,David,Electronics,T-Shirt,2,174.29,0.05,2026-02-28 22:07:17.383685,North,Catalog
ORD-00422,Alice,Sports,Laptop,7,42.84,0.14,2026-06-27 22:07:17.383687,East,Online
ORD-00423,Eve,Food,Table,2,487.92,0.03,2025-12-16 22:07:17.383689,West,Store
ORD-00424,Grace,Electronics,T-Shirt,2,410.32,0.19,2026-07-06 22:07:17.383690,West,Online
ORD-00425,Jack,Electronics,Table,8,427.75,0.17,2026-02-07 22:07:17.383692,North,Online
ORD-00426,Jack,Electronics,Jeans,2,469.6,0.12,2026-05-03 22:07:17.383694,North,Store
ORD-00427,Frank,Home,Ball,9,51.7,0.16,2026-05-13 22:07:17.383696,East,Store
ORD-00428,Eve,Home,Phone,1,198.94,0.27,2025-09-17 22:07:17.383698,East,Online
ORD-00429,David,Books,T-Shirt,9,44.81,0.06,2025-11-12 22:07:17.383699,West,Catalog
ORD-00430,Bob,Clothing,Jeans,1,113.29,0.01,2026-02-12 22:07:17.383701,South,Online
ORD-00431,David,Sports,Cereal,2,122.39,0.26,2025-08-31 22:07:17.383703,North,Catalog
ORD-00432,Jack,Sports,Jeans,6,239.86,0.17,2026-06-16 22:07:17.383705,South,Online
ORD-00433,Jack,Sports,Laptop,6,141.6,0.27,2026-01-04 22:07:17.383706,South,Store
ORD-00434,Charlie,Books,Laptop,1,59.48,0.18,2026-01-05 22:07:17.383708,East,Catalog
ORD-00435,Jack,Home,Phone,7,92.07,0.24,2025-11-11 22:07:17.383710,North,Store
ORD-00436,Alice,Food,Jeans,8,82.17,0.13,2026-01-26 22:07:17.383712,North,Store
ORD-00437,Henry,Food,Novel,2,486.81,0.22,2026-06-19 22:07:17.383714,East,Store
ORD-00438,Eve,Books,Ball,8,382.05,0.27,2026-05-03 22:07:17.383715,South,Store
ORD-00439,David,Food,Laptop,9,484.2,0.17,2025-12-16 22:07:17.383717,East,Store
ORD-00440,Henry,Sports,Phone,6,225.47,0.05,2026-02-16 22:07:17.383719,West,Online
ORD-00441,Grace,Clothing,Ball,5,146.4,0.08,2026-07-20 22:07:17.383721,North,Catalog
ORD-00442,Bob,Electronics,Jeans,9,401.16,0.06,2026-02-07 22:07:17.383722,West,Online
ORD-00443,Alice,Home,Jeans,9,169.86,0.07,2026-01-01 22:07:17.383724,East,Online
ORD-00444,David,Home,Cookbook,1,156.7,0.09,2026-01-11 22:07:17.383726,North,Online
ORD-00445,Henry,Books,Phone,3,123.93,,2025-12-01 22:07:17.383728,West,Store
ORD-00446,Bob,Home,Laptop,9,73.54,0.18,2025-12-30 22:07:17.383729,West,Online
ORD-00447,Charlie,Sports,Novel,2,135.67,0.13,2026-02-24 22:07:17.383731,South,Catalog
ORD-00448,Alice,Food,Jeans,4,184.11,0.18,2026-02-15 22:07:17.383733,North,Online
ORD-00449,Alice,Sports,Novel,4,340.26,0.02,2025-10-18 22:07:17.383735,West,Store
ORD-00450,Charlie,Books,Jeans,2,40.66,0.03,2025-09-23 22:07:17.383737,West,Catalog
ORD-00451,Eve,Sports,Laptop,3,113.15,0.05,2026-02-08 22:07:17.383738,South,Catalog
ORD-00452,Charlie,Food,Ball,3,406.42,0.16,2025-09-16 22:07:17.383740,West,Catalog
ORD-00453,Alice,Clothing,Lamp,1,81.99,0.06,2026-05-17 22:07:17.383742,West,Catalog
ORD-00454,Alice,Books,Ball,6,177.9,0.08,2026-04-27 22:07:17.383744,West,Online
ORD-00455,Henry,Clothing,Jeans,8,433.68,0.12,2025-12-19 22:07:17.383746,South,Store
ORD-00456,Jack,Electronics,Table,3,85.91,0.24,2026-07-23 22:07:17.383749,West,Catalog
ORD-00457,Bob,Clothing,Lamp,5,50.54,0.0,2026-03-11 22:07:17.383751,West,Catalog
ORD-00458,Charlie,Electronics,Lamp,1,247.42,0.19,2026-01-20 22:07:17.383753,North,Store
ORD-00459,,Electronics,Novel,7,158.19,0.2,2025-08-07 22:07:17.383755,North,Online
ORD-00460,Charlie,Clothing,Phone,1,286.07,0.24,2026-03-06 22:07:17.383757,South,Catalog
ORD-00461,Grace,Books,Novel,9,403.86,0.28,2026-04-09 22:07:17.383759,East,Online
ORD-00462,Alice,Food,Novel,8,77.2,0.01,2026-03-13 22:07:17.383760,North,Online
ORD-00463,Jack,Sports,Table,7,294.54,0.05,2026-04-07 22:07:17.383762,South,Online
ORD-00464,Henry,Sports,Ball,7,257.7,0.27,2026-01-27 22:07:17.383764,West,Online
ORD-00465,,Food,Ball,5,80.6,0.14,2025-09-29 22:07:17.383766,West,Catalog
ORD-00466,Jack,Electronics,Cereal,5,315.76,0.17,2025-07-31 22:07:17.383768,South,Catalog
ORD-00467,Jack,Electronics,Jeans,5,144.08,0.2,2025-07-30 22:07:17.383769,West,Online
ORD-00468,Bob,Books,Table,1,249.04,0.2,2026-02-28 22:07:17.383771,West,Online
ORD-00469,Charlie,Home,Cereal,8,50.31,0.28,2026-05-11 22:07:17.383773,East,Store
ORD-00470,Ivy,Clothing,Laptop,1,235.2,0.3,2026-04-07 22:07:17.383775,West,Store
ORD-00471,Grace,Electronics,Jeans,4,160.17,0.22,2026-03-24 22:07:17.383777,North,Store
ORD-00472,David,Sports,Jeans,9,412.97,0.09,2026-07-07 22:07:17.383779,West,Catalog
ORD-00473,Jack,Books,Cookbook,9,37.92,0.26,2026-01-09 22:07:17.383780,South,Store
ORD-00474,Eve,Clothing,Cookbook,5,215.12,0.01,2025-08-31 22:07:17.383782,East,Catalog
ORD-00475,Bob,Books,T-Shirt,4,234.63,0.07,2025-09-09 22:07:17.383784,West,Catalog
ORD-00476,Henry,Clothing,T-Shirt,3,365.25,0.27,2025-09-30 22:07:17.383786,South,Catalog
ORD-00477,David,Clothing,Novel,3,291.4,0.08,2025-11-14 22:07:17.383788,North,Catalog
ORD-00478,Ivy,Food,Laptop,5,336.93,0.07,2026-03-27 22:07:17.383790,West,Store
ORD-00479,Eve,Electronics,Lamp,1,390.75,0.04,2026-02-12 22:07:17.383791,East,Online
ORD-00480,Ivy,Books,Lamp,5,432.48,0.26,2026-01-07 22:07:17.383793,West,Online
ORD-00481,David,Books,Cookbook,6,163.8,0.15,2026-06-09 22:07:17.383795,South,Online
ORD-00482,Jack,Food,Cookbook,7,273.63,0.2,2025-09-13 22:07:17.383797,East,Store
ORD-00483,Eve,Sports,Cookbook,9,421.65,0.07,2026-01-26 22:07:17.383799,West,Online
ORD-00484,Ivy,Sports,Table,3,494.83,0.23,2026-06-10 22:07:17.383801,North,Store
ORD-00485,Henry,Electronics,Phone,2,445.86,0.23,2025-10-26 22:07:17.383802,East,Store
ORD-00486,Charlie,Electronics,T-Shirt,3,192.02,0.09,2026-05-07 22:07:17.383804,North,Store
ORD-00487,Alice,Home,Table,9,105.63,0.12,2025-09-01 22:07:17.383806,South,Online
ORD-00488,Charlie,Food,Ball,7,249.8,0.06,2026-01-27 22:07:17.383808,West,Online
ORD-00489,David,Sports,Lamp,9,373.4,0.29,2025-08-01 22:07:17.383810,North,Online
ORD-00490,Bob,Clothing,Jeans,2,251.36,0.19,2026-07-21 22:07:17.383812,South,Catalog
ORD-00491,Alice,Books,T-Shirt,5,246.76,0.28,2025-12-22 22:07:17.383814,West,Store
ORD-00492,Grace,Electronics,Cereal,4,420.73,0.09,2025-08-16 22:07:17.383815,South,Catalog
ORD-00493,Henry,Books,Ball,2,187.09,0.23,2026-05-11 22:07:17.383817,North,Store
ORD-00494,Grace,Books,T-Shirt,9,431.3,0.23,2026-06-03 22:07:17.383819,South,Online
ORD-00495,,Home,Table,9,209.33,0.21,2026-05-18 22:07:17.383821,East,Store
ORD-00496,Alice,Sports,Laptop,6,170.83,0.29,2025-08-26 22:07:17.383822,West,Store
ORD-00497,Grace,Electronics,Jeans,6,232.46,0.12,2026-04-22 22:07:17.383824,South,Catalog
ORD-00498,Grace,Books,T-Shirt,8,383.6,0.04,2026-01-29 22:07:17.383826,North,Store
ORD-00499,Ivy,Electronics,Phone,6,71.74,0.2,2026-03-01 22:07:17.383828,West,Online
ORD-00500,Charlie,Clothing,Cookbook,1,106.25,0.22,2026-07-17 22:07:17.383829,East,Store
ORD-00501,Ivy,Home,Cookbook,4,476.21,0.17,2025-10-28 22:07:17.383831,West,Store
ORD-00502,Alice,Clothing,Jeans,7,95.99,0.06,2025-09-05 22:07:17.383833,East,Store
ORD-00503,Alice,Electronics,Table,2,288.19,0.15,2026-07-20 22:07:17.383835,West,Catalog
ORD-00504,David,Electronics,Cookbook,9,293.86,0.09,2026-03-08 22:07:17.383837,South,Store
ORD-00505,Ivy,Sports,T-Shirt,8,249.92,0.13,2025-12-05 22:07:17.383839,South,Store
ORD-00506,Frank,Books,Cereal,8,325.93,0.19,2026-04-27 22:07:17.383840,North,Catalog
ORD-00507,Charlie,Books,Lamp,7,122.62,,2026-07-07 22:07:17.383842,East,Catalog
ORD-00508,Alice,Clothing,Lamp,4,280.8,0.07,2026-06-02 22:07:17.383844,North,Catalog
ORD-00509,David,Home,Ball,2,192.36,0.12,2026-03-12 22:07:17.383846,South,Catalog
ORD-00510,Ivy,Food,Novel,3,334.22,0.08,2025-12-25 22:07:17.383847,East,Online
ORD-00511,Charlie,Books,Laptop,6,79.2,0.06,2025-09-02 22:07:17.383849,North,Online
ORD-00512,Ivy,Sports,Jeans,5,289.73,0.24,2025-12-17 22:07:17.383851,North,Store
ORD-00513,Grace,Clothing,Ball,8,100.78,0.27,2025-12-31 22:07:17.383853,North,Online
ORD-00514,David,Clothing,Novel,6,146.54,0.11,2025-12-25 22:07:17.383855,North,Store
ORD-00515,Charlie,Food,Table,6,117.17,0.23,2025-10-20 22:07:17.383857,North,Online
ORD-00516,Jack,Sports,Phone,1,99.59,0.27,2026-06-30 22:07:17.383858,East,Catalog
ORD-00517,Eve,Home,Phone,4,414.6,0.25,2026-07-20 22:07:17.383860,North,Catalog
ORD-00518,Eve,Sports,Laptop,5,150.0,0.05,2026-02-22 22:07:17.383862,East,Online
ORD-00519,Charlie,Home,Cookbook,3,464.29,0.29,2025-11-07 22:07:17.383864,North,Online
ORD-00520,Ivy,Sports,T-Shirt,9,485.26,0.11,2025-09-03 22:07:17.383866,South,Store
ORD-00521,David,Sports,Ball,1,289.92,0.1,2025-08-01 22:07:17.383868,South,Store
ORD-00522,Eve,Electronics,Ball,6,80.07,0.02,2026-02-06 22:07:17.383870,North,Store
ORD-00523,David,Clothing,Jeans,6,193.53,0.15,2026-01-29 22:07:17.383871,West,Catalog
ORD-00524,Eve,Sports,Jeans,5,400.89,0.03,2025-09-17 22:07:17.383873,South,Catalog
ORD-00525,Grace,Food,Phone,5,190.02,0.07,2025-10-06 22:07:17.383875,East,Catalog
ORD-00526,Ivy,Sports,Phone,5,52.64,0.1,2026-05-29 22:07:17.383877,North,Catalog
ORD-00527,Grace,Books,Cereal,6,282.82,0.24,2026-04-07 22:07:17.383879,East,Store
ORD-00528,Eve,Clothing,Cereal,8,424.11,0.26,2025-10-01 22:07:17.383881,West,Catalog
ORD-00529,Jack,Books,Cookbook,2,400.0,,2025-09-03 22:07:17.383882,North,Catalog
ORD-00530,Jack,Clothing,Cereal,6,95.81,0.26,2025-09-25 22:07:17.383884,South,Catalog
ORD-00531,Grace,Books,T-Shirt,1,339.65,0.26,2025-08-24 22:07:17.383886,East,Catalog
ORD-00532,Jack,Sports,T-Shirt,4,118.05,0.23,2026-03-05 22:07:17.383888,South,Online
ORD-00533,Eve,Sports,Ball,3,116.92,0.04,2026-02-19 22:07:17.383890,South,Store
ORD-00534,Charlie,Electronics,Lamp,9,438.3,0.21,2025-11-04 22:07:17.383892,North,Store
ORD-00535,Grace,Food,T-Shirt,3,132.34,0.28,2025-10-24 22:07:17.383894,East,Catalog
ORD-00536,Bob,Books,Novel,6,138.99,0.2,2025-12-04 22:07:17.383895,West,Online
ORD-00537,Ivy,Home,Phone,1,10.32,0.1,2025-11-25 22:07:17.383897,South,Store
ORD-00538,Jack,Electronics,Jeans,6,436.63,0.15,2025-08-03 22:07:17.383899,North,Store
ORD-00539,Jack,Books,Cereal,4,398.37,0.19,2025-08-21 22:07:17.383901,North,Catalog
ORD-00540,Alice,Books,Ball,8,317.39,0.15,2025-11-08 22:07:17.383903,West,Catalog
ORD-00541,Frank,Electronics,Laptop,9,377.63,0.04,2025-11-17 22:07:17.383905,North,Store
ORD-00542,Grace,Sports,Jeans,4,84.5,0.09,2026-05-08 22:07:17.383906,South,Store
